date,term,kind,value
2019-02-01,baggy jeans,silhouette,1
2019-03-01,baggy jeans,silhouette,1
2019-04-01,baggy jeans,silhouette,1
2019-05-01,baggy jeans,silhouette,1
2019-06-01,baggy jeans,silhouette,1
2019-07-01,baggy jeans,silhouette,1
2019-08-01,baggy jeans,silhouette,1
2019-09-01,baggy jeans,silhouette,1
2019-10-01,baggy jeans,silhouette,1
2019-11-01,baggy jeans,silhouette,1
2019-12-01,baggy jeans,silhouette,1
2020-01-01,baggy jeans,silhouette,1
2020-02-01,baggy jeans,silhouette,1
2020-03-01,baggy jeans,silhouette,1
2020-04-01,baggy jeans,silhouette,1
2020-05-01,baggy jeans,silhouette,1
2020-06-01,baggy jeans,silhouette,1
2020-07-01,baggy jeans,silhouette,2
2020-08-01,baggy jeans,silhouette,2
2020-09-01,baggy jeans,silhouette,2
2020-10-01,baggy jeans,silhouette,2
2020-11-01,baggy jeans,silhouette,2
2020-12-01,baggy jeans,silhouette,2
2021-01-01,baggy jeans,silhouette,3
2021-02-01,baggy jeans,silhouette,3
2021-03-01,baggy jeans,silhouette,3
2021-04-01,baggy jeans,silhouette,3
2021-05-01,baggy jeans,silhouette,3
2021-06-01,baggy jeans,silhouette,2
2021-07-01,baggy jeans,silhouette,3
2021-08-01,baggy jeans,silhouette,3
2021-09-01,baggy jeans,silhouette,3
2021-10-01,baggy jeans,silhouette,3
2021-11-01,baggy jeans,silhouette,3
2021-12-01,baggy jeans,silhouette,4
2022-01-01,baggy jeans,silhouette,3
2022-02-01,baggy jeans,silhouette,3
2022-03-01,baggy jeans,silhouette,4
2022-04-01,baggy jeans,silhouette,4
2022-05-01,baggy jeans,silhouette,4
2022-06-01,baggy jeans,silhouette,3
2022-07-01,baggy jeans,silhouette,4
2022-08-01,baggy jeans,silhouette,5
2022-09-01,baggy jeans,silhouette,6
2022-10-01,baggy jeans,silhouette,5
2022-11-01,baggy jeans,silhouette,5
2022-12-01,baggy jeans,silhouette,5
2023-01-01,baggy jeans,silhouette,5
2023-02-01,baggy jeans,silhouette,6
2023-03-01,baggy jeans,silhouette,6
2023-04-01,baggy jeans,silhouette,6
2023-05-01,baggy jeans,silhouette,6
2023-06-01,baggy jeans,silhouette,6
2023-07-01,baggy jeans,silhouette,6
2023-08-01,baggy jeans,silhouette,8
2023-09-01,baggy jeans,silhouette,9
2023-10-01,baggy jeans,silhouette,8
2023-11-01,baggy jeans,silhouette,9
2023-12-01,baggy jeans,silhouette,9
2024-01-01,baggy jeans,silhouette,9
2024-02-01,baggy jeans,silhouette,9
2024-03-01,baggy jeans,silhouette,10
2024-04-01,baggy jeans,silhouette,10
2024-05-01,baggy jeans,silhouette,8
2024-06-01,baggy jeans,silhouette,8
2024-07-01,baggy jeans,silhouette,9
2024-08-01,baggy jeans,silhouette,14
2024-09-01,baggy jeans,silhouette,12
2024-10-01,baggy jeans,silhouette,12
2024-11-01,baggy jeans,silhouette,13
2024-12-01,baggy jeans,silhouette,14
2025-01-01,baggy jeans,silhouette,12
2025-02-01,baggy jeans,silhouette,12
2025-03-01,baggy jeans,silhouette,14
2025-04-01,baggy jeans,silhouette,12
2025-05-01,baggy jeans,silhouette,11
2025-06-01,baggy jeans,silhouette,10
2025-07-01,baggy jeans,silhouette,12
2025-08-01,baggy jeans,silhouette,17
2025-09-01,baggy jeans,silhouette,16
2025-10-01,baggy jeans,silhouette,16
2025-11-01,baggy jeans,silhouette,17
2025-12-01,baggy jeans,silhouette,18
2026-01-01,baggy jeans,silhouette,15
2026-02-01,baggy jeans,silhouette,16
2026-03-01,baggy jeans,silhouette,20
2026-04-01,baggy jeans,silhouette,35
2026-05-01,baggy jeans,silhouette,28
2026-06-01,baggy jeans,silhouette,17
2026-07-01,baggy jeans,silhouette,12
2015-01-01,mini skirt,silhouette,4
2015-02-01,mini skirt,silhouette,4
2015-03-01,mini skirt,silhouette,4
2015-04-01,mini skirt,silhouette,4
2015-05-01,mini skirt,silhouette,4
2015-06-01,mini skirt,silhouette,4
2015-07-01,mini skirt,silhouette,4
2015-08-01,mini skirt,silhouette,5
2015-09-01,mini skirt,silhouette,4
2015-10-01,mini skirt,silhouette,4
2015-11-01,mini skirt,silhouette,4
2015-12-01,mini skirt,silhouette,5
2016-01-01,mini skirt,silhouette,4
2016-02-01,mini skirt,silhouette,4
2016-03-01,mini skirt,silhouette,4
2016-04-01,mini skirt,silhouette,4
2016-05-01,mini skirt,silhouette,4
2016-06-01,mini skirt,silhouette,4
2016-07-01,mini skirt,silhouette,4
2016-08-01,mini skirt,silhouette,4
2016-09-01,mini skirt,silhouette,4
2016-10-01,mini skirt,silhouette,4
2016-11-01,mini skirt,silhouette,4
2016-12-01,mini skirt,silhouette,4
2017-01-01,mini skirt,silhouette,4
2017-02-01,mini skirt,silhouette,3
2017-03-01,mini skirt,silhouette,4
2017-04-01,mini skirt,silhouette,4
2017-05-01,mini skirt,silhouette,4
2017-06-01,mini skirt,silhouette,4
2017-07-01,mini skirt,silhouette,4
2017-08-01,mini skirt,silhouette,4
2017-09-01,mini skirt,silhouette,4
2017-10-01,mini skirt,silhouette,4
2017-11-01,mini skirt,silhouette,4
2017-12-01,mini skirt,silhouette,4
2018-01-01,mini skirt,silhouette,4
2018-02-01,mini skirt,silhouette,3
2018-03-01,mini skirt,silhouette,4
2018-04-01,mini skirt,silhouette,3
2018-05-01,mini skirt,silhouette,4
2018-06-01,mini skirt,silhouette,4
2018-07-01,mini skirt,silhouette,4
2018-08-01,mini skirt,silhouette,4
2018-09-01,mini skirt,silhouette,4
2018-10-01,mini skirt,silhouette,4
2018-11-01,mini skirt,silhouette,4
2018-12-01,mini skirt,silhouette,4
2019-01-01,mini skirt,silhouette,4
2019-02-01,mini skirt,silhouette,4
2019-03-01,mini skirt,silhouette,4
2019-04-01,mini skirt,silhouette,4
2019-05-01,mini skirt,silhouette,3
2019-06-01,mini skirt,silhouette,4
2019-07-01,mini skirt,silhouette,4
2019-08-01,mini skirt,silhouette,4
2019-09-01,mini skirt,silhouette,4
2019-10-01,mini skirt,silhouette,4
2019-11-01,mini skirt,silhouette,4
2019-12-01,mini skirt,silhouette,4
2020-01-01,mini skirt,silhouette,3
2020-02-01,mini skirt,silhouette,3
2020-03-01,mini skirt,silhouette,3
2020-04-01,mini skirt,silhouette,3
2020-05-01,mini skirt,silhouette,3
2020-06-01,mini skirt,silhouette,4
2020-07-01,mini skirt,silhouette,4
2020-08-01,mini skirt,silhouette,4
2020-09-01,mini skirt,silhouette,4
2020-10-01,mini skirt,silhouette,4
2020-11-01,mini skirt,silhouette,4
2020-12-01,mini skirt,silhouette,4
2021-01-01,mini skirt,silhouette,4
2021-02-01,mini skirt,silhouette,3
2021-03-01,mini skirt,silhouette,3
2021-04-01,mini skirt,silhouette,4
2021-05-01,mini skirt,silhouette,4
2021-06-01,mini skirt,silhouette,4
2021-07-01,mini skirt,silhouette,4
2021-08-01,mini skirt,silhouette,4
2021-09-01,mini skirt,silhouette,5
2021-10-01,mini skirt,silhouette,6
2021-11-01,mini skirt,silhouette,5
2021-12-01,mini skirt,silhouette,5
2022-01-01,mini skirt,silhouette,4
2022-02-01,mini skirt,silhouette,4
2022-03-01,mini skirt,silhouette,4
2022-04-01,mini skirt,silhouette,4
2022-05-01,mini skirt,silhouette,5
2022-06-01,mini skirt,silhouette,5
2022-07-01,mini skirt,silhouette,5
2022-08-01,mini skirt,silhouette,5
2022-09-01,mini skirt,silhouette,5
2022-10-01,mini skirt,silhouette,7
2022-11-01,mini skirt,silhouette,6
2022-12-01,mini skirt,silhouette,6
2023-01-01,mini skirt,silhouette,5
2023-02-01,mini skirt,silhouette,5
2023-03-01,mini skirt,silhouette,5
2023-04-01,mini skirt,silhouette,5
2023-05-01,mini skirt,silhouette,5
2023-06-01,mini skirt,silhouette,6
2023-07-01,mini skirt,silhouette,6
2023-08-01,mini skirt,silhouette,6
2023-09-01,mini skirt,silhouette,7
2023-10-01,mini skirt,silhouette,8
2023-11-01,mini skirt,silhouette,8
2023-12-01,mini skirt,silhouette,8
2024-01-01,mini skirt,silhouette,6
2024-02-01,mini skirt,silhouette,7
2024-03-01,mini skirt,silhouette,7
2024-04-01,mini skirt,silhouette,8
2024-05-01,mini skirt,silhouette,8
2024-06-01,mini skirt,silhouette,8
2024-07-01,mini skirt,silhouette,8
2024-08-01,mini skirt,silhouette,8
2024-09-01,mini skirt,silhouette,9
2024-10-01,mini skirt,silhouette,11
2024-11-01,mini skirt,silhouette,9
2024-12-01,mini skirt,silhouette,9
2025-01-01,mini skirt,silhouette,7
2025-02-01,mini skirt,silhouette,7
2025-03-01,mini skirt,silhouette,8
2025-04-01,mini skirt,silhouette,7
2025-05-01,mini skirt,silhouette,8
2025-06-01,mini skirt,silhouette,8
2025-07-01,mini skirt,silhouette,9
2025-08-01,mini skirt,silhouette,9
2025-09-01,mini skirt,silhouette,9
2025-10-01,mini skirt,silhouette,11
2025-11-01,mini skirt,silhouette,10
2025-12-01,mini skirt,silhouette,9
2026-01-01,mini skirt,silhouette,7
2026-02-01,mini skirt,silhouette,15
2026-03-01,mini skirt,silhouette,20
2026-04-01,mini skirt,silhouette,64
2026-05-01,mini skirt,silhouette,58
2026-06-01,mini skirt,silhouette,16
2026-07-01,mini skirt,silhouette,8
